,Unnamed: 0,dt,name,ns_per_day
0,0,1.9045989513397217,vvvr,90.72776180961878
1,1,5.125033140182495,ghmc1,33.71685514483266
2,2,2.089607954025269,ghmc10,82.69493790312706
3,3,1.884310960769653,vv,91.704609057424
4,4,2.475022077560425,ghmcrespa20,69.81755902974618
5,5,1.6661059856414795,verlet,103.71489058270747
6,6,1.9047670364379885,ghmc20,90.71975558918999
7,7,1.6628949642181396,langevin,103.91516224312291
