2.588315010070800781e+00 4.133533239364624023e-01 1.600050330162048340e-01
1.296272754669189453e+00 1.874910116195678711e+00 1.997548580169677734e+00
2.073091506958007812e+00 7.975890636444091797e-01 1.827113270759582520e+00
4.909060597419738770e-01 1.259233355522155762e-01 2.755516767501831055e-01
1.092921733856201172e+00 1.230098009109497070e+00 1.281501173973083496e+00
1.217465177178382874e-01 6.214843988418579102e-01 3.671978116035461426e-01
1.671802520751953125e+00 4.195218384265899658e-01 1.334771633148193359e+00
1.468384563922882080e-01 2.311554670333862305e+00 2.451257467269897461e+00
3.385654687881469727e-01 1.277152895927429199e+00 9.296138882637023926e-01
1.663419246673583984e+00 2.307873487472534180e+00 2.282179355621337891e+00
2.246246337890625000e+00 5.270420908927917480e-01 1.996757507324218750e+00
1.189380645751953125e+00 2.341049194335937500e+00 3.698960840702056885e-01
1.095176935195922852e+00 9.079130887985229492e-01 8.097195625305175781e-02
2.398001670837402344e+00 2.126226186752319336e+00 8.394219875335693359e-01
1.261437654495239258e+00 1.616078138351440430e+00 7.879542112350463867e-01
2.607362031936645508e+00 6.403726339340209961e-02 1.593576908111572266e+00
2.415461242198944092e-01 1.203955888748168945e+00 2.032794952392578125e+00
1.654486417770385742e+00 5.090492963790893555e-01 9.656652808189392090e-01
1.842218637466430664e+00 8.417031168937683105e-01 4.466137886047363281e-01
3.252467513084411621e-01 8.637071400880813599e-02 1.611587524414062500e+00
9.093670248985290527e-01 9.236403107643127441e-01 1.391042113304138184e+00
2.309791803359985352e+00 1.954607367515563965e+00 2.403838396072387695e+00
1.877771377563476562e+00 1.031850218772888184e+00 2.032193899154663086e+00
2.984082102775573730e-01 3.446101844310760498e-01 5.107116699218750000e-01
1.540911793708801270e-01 9.181302189826965332e-01 1.595942020416259766e+00
1.875980257987976074e+00 1.963081598281860352e+00 1.025485321879386902e-01
2.250073194503784180e+00 1.792144060134887695e+00 8.108344674110412598e-01
8.332543969154357910e-01 3.671148717403411865e-01 2.060854673385620117e+00
6.984397172927856445e-01 1.353335857391357422e+00 5.326215028762817383e-01
2.234880447387695312e+00 2.655170679092407227e+00 1.910505771636962891e+00
1.307653903961181641e+00 6.900012493133544922e-01 2.510944128036499023e+00
3.325037956237792969e-01 1.732801198959350586e+00 1.380346417427062988e+00
2.234908103942871094e+00 1.175785899162292480e+00 1.471537947654724121e+00
1.682892203330993652e+00 2.153213500976562500e+00 3.411532342433929443e-01
2.039722204208374023e+00 5.912123322486877441e-01 6.143041253089904785e-01
8.889519572257995605e-01 1.594874143600463867e+00 7.946256995201110840e-01
9.173239469528198242e-01 1.049097776412963867e+00 6.705378890037536621e-01
2.337356567382812500e+00 2.017458677291870117e+00 2.019299507141113281e+00
1.447565674781799316e+00 1.455633163452148438e+00 1.753931790590286255e-01
3.397622704505920410e-01 2.235783576965332031e+00 1.497558951377868652e+00
9.242596030235290527e-01 6.735466718673706055e-01 2.515662908554077148e+00
2.068314552307128906e+00 2.015447378158569336e+00 1.054490327835083008e+00
3.171018138527870178e-02 1.378169894218444824e+00 2.655786275863647461e+00
7.141364216804504395e-01 2.619249105453491211e+00 2.336468458175659180e+00
1.271333813667297363e+00 1.433664560317993164e+00 1.523397564888000488e+00
2.037775516510009766e+00 1.004822850227355957e-01 2.056203931570053101e-01
1.674549460411071777e+00 7.616728544235229492e-01 2.163008928298950195e+00
1.390327066183090210e-01 2.192155361175537109e+00 5.249280929565429688e-01
2.224578857421875000e+00 1.306336283683776855e+00 7.376569509506225586e-01
1.397848248481750488e+00 2.229090690612792969e+00 2.070173025131225586e+00
1.866637706756591797e+00 1.734506845474243164e+00 1.202555179595947266e+00
1.120966911315917969e+00 3.868460357189178467e-01 2.617986917495727539e+00
9.280235767364501953e-01 1.203482627868652344e+00 2.613168954849243164e+00
2.594610691070556641e+00 2.418429851531982422e+00 7.449323534965515137e-01
1.467348217964172363e+00 8.618472814559936523e-01 4.461717009544372559e-01
5.281069278717041016e-01 2.466451406478881836e+00 1.750740766525268555e+00
2.514096021652221680e+00 1.646338820457458496e+00 2.528764486312866211e+00
1.467437386512756348e+00 1.314315795898437500e-01 1.438766837120056152e+00
2.424822807312011719e+00 7.738092541694641113e-01 2.329141855239868164e+00
1.000635623931884766e+00 2.437135934829711914e+00 1.332560300827026367e+00
7.441421151161193848e-01 1.160357594490051270e+00 1.623250246047973633e+00
